1 0 547305 


2 .2 86266.4 
2 1.2 460966 


4 .4 43052.7 
4 1.4 43359 
4 2.4 230575 
4 3.4 230640 


8 .6 113.328 
8 1.6 262.142 
8 2.6 42944.9 
8 3.6 43105.8 
8 4.6 156672 
8 5.6 156827 
8 6.6 73848.6 
8 7.6 73874.9 


16 .8 4.373 
16 1.8 109.508 
16 2.8 258.259 
16 3.8 4.303 
16 4.8 8.075 
16 5.8 42919.7 
16 6.8 43101.2 
16 7.8 8.094 
16 8.8 9171.49 
16 9.8 147445 
16 10.8 147597 
16 11.8 9212.36 
16 12.8 10.914 
16 13.8 73789.1 
16 14.8 73861.2 
16 15.8 10.916 


